Q06KA5	Phlebotomus duboscqi	Metazoa	142	20	1
Q09098	Mus musculus	Metazoa	99	23	1
Q96BY9	Homo sapiens	Metazoa	339	30	1
Q9LJD9	Arabidopsis thaliana	Viridiplantae	60	27	1
Q6UX27	Homo sapiens	Metazoa	236	16	1
Q9C9H5	Arabidopsis thaliana	Viridiplantae	484	21	1
Q6IWZ0	Aplysia californica	Metazoa	535	18	1
P36897	Homo sapiens	Metazoa	503	33	1
P0DPU8	Scolopendra dehaani	Metazoa	105	24	1
Q29381	Sus scrofa	Metazoa	439	25	1
P0DUQ6	Conus planorbis	Metazoa	70	21	1
P58154	Lymnaea stagnalis	Metazoa	229	19	1
P32358	Bombyx mori	Metazoa	579	15	1
Q94733	Rhodnius prolixus	Metazoa	202	23	1
P0DPU3	Scolopendra dehaani	Metazoa	577	25	1
Q6QD51	Rattus norvegicus	Metazoa	949	27	1
Q9QYH7	Rattus norvegicus	Metazoa	117	23	1
Q6TPK4	Actinidia deliciosa	Viridiplantae	116	26	1
O00105	Aspergillus niger	Fungi	564	19	1
P19400	Ascaris suum	Metazoa	169	20	1
Q76CE8	Typhula ishikariensis	Fungi	243	20	1
P08236	Homo sapiens	Metazoa	651	22	1
Q9GU69	Lymnaea stagnalis	Metazoa	64	21	1
Q17058	Apis mellifera	Metazoa	567	17	1
Q56S59	Nicotiana tabacum	Viridiplantae	150	23	1
Q8T0Y7	Aplysia californica	Metazoa	141	26	1
P01221	Cyprinus carpio	Metazoa	118	23	1
B0JFB8	Antheraea mylitta	Metazoa	105	19	1
Q9NPR2	Homo sapiens	Metazoa	837	43	1
Q9BX93	Homo sapiens	Metazoa	195	19	1
P48747	Oryctolagus cuniculus	Metazoa	557	21	1
Q13145	Homo sapiens	Metazoa	260	20	1
P28335	Homo sapiens	Metazoa	458	32	1
Q6F4C6	Pinctada fucata	Metazoa	121	16	1
P00651	Aspergillus oryzae (strain ATCC 42149 / RIB 40)	Fungi	130	26	1
Q6IUU3	Rattus norvegicus	Metazoa	750	32	1
P07712	Aplysia californica	Metazoa	112	23	1
Q95NJ8	Olivierus martensii	Metazoa	55	23	1
Q9TRM8	Canis lupus familiaris	Metazoa	177	25	1
Q9ERQ6	Rattus norvegicus	Metazoa	571	30	1
O95157	Homo sapiens	Metazoa	252	22	1
P09619	Homo sapiens	Metazoa	1106	32	1
Q6UWJ8	Homo sapiens	Metazoa	174	29	1
P0C8E7	Rhipicephalus sanguineus	Metazoa	114	20	1
Q00945	Lymnaea stagnalis	Metazoa	155	26	1
Q5FWE3	Homo sapiens	Metazoa	981	27	1
P83313	Opistophthalmus carinatus	Metazoa	82	22	1
Q9Y6C2	Homo sapiens	Metazoa	1016	21	1
P04119	Sus scrofa	Metazoa	178	18	1
Q8SXL2	Drosophila melanogaster	Metazoa	136	24	1
Q556R7	Dictyostelium discoideum	Amoebozoa	303	24	1
P31025	Homo sapiens	Metazoa	176	18	1
P18417	Catharanthus roseus	Viridiplantae	352	31	1
P0DKU2	Pandinus imperator	Metazoa	145	15	1
P19137	Mus musculus	Metazoa	3083	24	1
P28770	Oncorhynchus mykiss	Metazoa	221	21	1
Q4WZ11	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	87	19	1
B4FZ87	Zea mays	Viridiplantae	396	31	1
P23502	Entamoeba histolytica (strain ATCC 30459 / HM-1:IMSS / ABRM)	Amoebozoa	1286	15	1
P18709	Xenopus laevis	Metazoa	1807	15	1
P69241	Raphanus sativus	Viridiplantae	80	29	1
P97710	Rattus norvegicus	Metazoa	509	31	1
Q9SUQ8	Arabidopsis thaliana	Viridiplantae	187	29	1
Q27270	Tenebrio molitor	Metazoa	96	18	1
Q50KB1	Emiliania huxleyi	Haptista	223	17	1
Q28143	Bos taurus	Metazoa	456	35	1
P80961	Myoxocephalus octodecemspinosus	Metazoa	128	20	1
Q5XM24	Dictyostelium discoideum	Amoebozoa	494	18	1
Q9NSA1	Homo sapiens	Metazoa	209	28	1
O08795	Mus musculus	Metazoa	521	14	1
P29421	Oryza sativa subsp. japonica	Viridiplantae	200	22	1
Q9Y4X3	Homo sapiens	Metazoa	112	24	1
Q9TT95	Sus scrofa	Metazoa	120	22	1
P13806	Oryctolagus cuniculus	Metazoa	1106	26	1
O60844	Homo sapiens	Metazoa	167	16	1
Q8BHP7	Mus musculus	Metazoa	681	32	1
P24821	Homo sapiens	Metazoa	2201	22	1
Q5B428	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	244	23	1
Q9V496	Drosophila melanogaster	Metazoa	3351	25	1
Q9UBN6	Homo sapiens	Metazoa	386	55	1
A0A1S6EK92	Moringa oleifera	Viridiplantae	79	20	1
P83472	Lumbricus terrestris	Metazoa	86	22	1
Q9U8D1	Olivierus martensii	Metazoa	56	28	1
Q9GSA4	Galleria mellonella	Metazoa	113	19	1
P05160	Homo sapiens	Metazoa	661	20	1
Q8L5J1	Solanum lycopersicum	Viridiplantae	399	26	1
A7VN15	Protobothrops flavoviridis	Metazoa	79	19	1
O46167	Eratigena agrestis	Metazoa	68	17	1
Q99MA2	Rattus norvegicus	Metazoa	674	22	1
P02810	Homo sapiens	Metazoa	166	16	2
P40967	Homo sapiens	Metazoa	661	24	2
O13547	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	238	22	2
P19035	Bos taurus	Metazoa	96	23	2
P20462	Notamacropus eugenii	Metazoa	176	18	2
B9A8D7	Crassostrea virginica	Metazoa	85	18	2
Q86R84	Dermatophagoides farinae	Metazoa	462	25	2
P18892	Bos taurus	Metazoa	526	26	2
P27654	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	210	19	2
P38574	Bos taurus	Metazoa	287	18	2
Q62598	Rattus norvegicus	Metazoa	687	17	2
Q9H7M9	Homo sapiens	Metazoa	311	32	2
W1I921	Achatina achatina	Metazoa	184	26	2
P07727	Rattus norvegicus	Metazoa	457	28	2
P04639	Rattus norvegicus	Metazoa	259	18	2
P98066	Homo sapiens	Metazoa	277	17	2
P01500	Apis mellifera	Metazoa	46	27	2
P04196	Homo sapiens	Metazoa	525	18	2
O88188	Mus musculus	Metazoa	162	19	2
P06681	Homo sapiens	Metazoa	752	20	2
Q9NRR1	Homo sapiens	Metazoa	136	22	2
P41543	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	476	22	2
Q95UE8	Lucilia cuprina	Metazoa	220	19	2
Q99372	Rattus norvegicus	Metazoa	870	27	2
I3LGZ3	Sus scrofa	Metazoa	81	24	2
P25404	Mirabilis jalapa	Viridiplantae	63	27	2
Q867W1	Procambarus clarkii	Metazoa	76	27	2
P91745	Lucilia cuprina	Metazoa	375	20	2
P10124	Homo sapiens	Metazoa	158	27	2
P0DUS6	Doratifera vulnerans	Metazoa	60	24	2
K9N4Q4	Phlebotomus papatasi	Metazoa	246	23	2
P04925	Mus musculus	Metazoa	254	22	2
Q43413	Capsicum annuum	Viridiplantae	75	27	2
P33559	Aspergillus kawachii (strain NBRC 4308)	Fungi	327	25	2
P42256	Aspergillus niger	Fungi	321	19	2
P06911	Rattus norvegicus	Metazoa	188	19	2
Q13445	Homo sapiens	Metazoa	227	23	2
P21814	Ovis aries	Metazoa	429	25	2
Q6WN34	Homo sapiens	Metazoa	429	25	2
P80370	Homo sapiens	Metazoa	383	23	2
Q13007	Homo sapiens	Metazoa	206	51	2
Q8NBI3	Homo sapiens	Metazoa	349	25	2
Q9NAX4	Dictyostelium discoideum	Amoebozoa	464	17	2
Q16552	Homo sapiens	Metazoa	155	23	2
Q6UWN5	Homo sapiens	Metazoa	251	25	2
P12872	Homo sapiens	Metazoa	115	25	2
P14630	Rattus norvegicus	Metazoa	190	17	2
P27773	Mus musculus	Metazoa	505	24	2
P00450	Homo sapiens	Metazoa	1065	19	2
P25068	Bos taurus	Metazoa	64	26	2
M1MR49	Rhipicephalus appendiculatus	Metazoa	176	24	2
Q99ML8	Mus musculus	Metazoa	113	23	2
P26780	Sinapis alba	Viridiplantae	99	30	2
P67861	Daboia russelii	Metazoa	144	24	2
F2QXM5	Komagataella phaffii (strain ATCC 76273 / CBS 7435 / CECT 11047 / NRRL Y-11430 / Wegner 21-1)	Fungi	587	19	2
Q969P0	Homo sapiens	Metazoa	613	27	2
P13612	Homo sapiens	Metazoa	1032	33	2
Q00017	Aspergillus aculeatus	Fungi	250	17	2
Q8HYA9	Sus scrofa	Metazoa	185	20	2
P0DUT6	Doratifera vulnerans	Metazoa	66	20	2
P83234	Ophiophagus hannah	Metazoa	190	20	2
Q9Y2I2	Homo sapiens	Metazoa	539	28	2
P42660	Aedes aegypti	Metazoa	471	19	2
Q41161	Robinia pseudoacacia	Viridiplantae	285	31	2
P09230	Yarrowia lipolytica (strain CLIB 122 / E 150)	Fungi	454	15	2
Q8TAL6	Homo sapiens	Metazoa	211	18	2
Q08127	Anguilla anguilla	Metazoa	147	20	2
O35310	Mus musculus	Metazoa	311	20	2
Q10NX8	Oryza sativa subsp. japonica	Viridiplantae	858	30	2
P16235	Rattus norvegicus	Metazoa	700	26	2
P19801	Homo sapiens	Metazoa	751	19	2
P15570	Phytophthora cryptogea	Sar	118	20	2
Q28989	Sus scrofa	Metazoa	421	26	2
Q8NBL1	Homo sapiens	Metazoa	392	23	2
Q7Z1K3	Anisakis simplex	Metazoa	194	23	2
Q7SCE9	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	385	18	2
P10562	Canavalia gladiata	Viridiplantae	445	26	2
B1P0S1	Pseudopleuronectes americanus	Metazoa	218	23	2
P32802	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	667	22	2
Q8TCT8	Homo sapiens	Metazoa	520	25	2
Q6UXL0	Homo sapiens	Metazoa	311	29	2
O59896	Pycnoporus cinnabarinus	Fungi	518	21	2
P02659	Gallus gallus	Metazoa	106	24	2
Q9ZT64	Pinus contorta	Viridiplantae	513	23	2
P29794	Canis lupus familiaris	Metazoa	180	20	2
Q9JI59	Mus musculus	Metazoa	298	28	2
Q2ULM2	Aspergillus oryzae (strain ATCC 42149 / RIB 40)	Fungi	496	16	2
P01165	Sus scrofa	Metazoa	207	22	2
P10163	Homo sapiens	Metazoa	310	16	2
Q13231	Homo sapiens	Metazoa	466	21	2
Q9GL30	Bos taurus	Metazoa	545	35	2
P22412	Sus scrofa	Metazoa	409	16	2
P06865	Homo sapiens	Metazoa	529	22	2
P56202	Homo sapiens	Metazoa	376	21	2
Q43871	Hordeum vulgare	Viridiplantae	115	25	2
Q8TC27	Homo sapiens	Metazoa	787	16	2
F1AWB0	Vaejovis mexicanus	Metazoa	82	22	2
P34951	Hordeum vulgare	Viridiplantae	143	24	2
O96910	Aplysia californica	Metazoa	76	18	2
P59938	Olivierus martensii	Metazoa	57	21	2
E9NX73	Fagopyrum tataricum	Viridiplantae	149	22	2
P12729	Dictyostelium discoideum	Amoebozoa	168	19	2
Q76FP5	Hypocrea rufa	Fungi	479	20	2
A1BQQ5	Conus marmoreus	Metazoa	289	24	2
Q84ZX5	Artemisia vulgaris	Viridiplantae	132	24	2
O76818	Agrotis ipsilon	Metazoa	193	19	2
Q02747	Homo sapiens	Metazoa	115	21	2
O95813	Homo sapiens	Metazoa	267	17	2
Q6ZSA7	Homo sapiens	Metazoa	298	34	2
P15516	Homo sapiens	Metazoa	51	19	2
Q6UWY5	Homo sapiens	Metazoa	402	28	2
Q25055	Holotrichia diomphalia	Metazoa	104	20	2
Q00802	Bombyx mori	Metazoa	256	17	2
P40259	Homo sapiens	Metazoa	229	28	2
P35495	Sus scrofa	Metazoa	133	24	2
P11654	Rattus norvegicus	Metazoa	1886	25	2
P33487	Arabidopsis thaliana	Viridiplantae	198	33	2
Q8MMJ7	Opisthacanthus madagascariensis	Metazoa	68	23	2
Q16627	Homo sapiens	Metazoa	93	19	2
Q9Z0M9	Mus musculus	Metazoa	193	28	2
P86798	Cupiennius salei	Metazoa	140	19	2
Q8T0W8	Gastrophysa atrocyanea	Metazoa	65	24	2
P30438	Felis catus	Metazoa	92	22	2
Q9D6Y1	Mus musculus	Metazoa	273	21	2
Q9NBW4	Theromyzon tessulatum	Metazoa	101	19	2
P20013	Trametes versicolor	Fungi	372	26	2
P04937	Rattus norvegicus	Metazoa	2477	24	2
Q9NYY1	Homo sapiens	Metazoa	176	24	2
P10493	Mus musculus	Metazoa	1245	28	2
Q02942	Blaberus discoidalis	Metazoa	726	16	2
P60568	Homo sapiens	Metazoa	153	20	2
Q86Y34	Homo sapiens	Metazoa	549	20	2
Q9NPA0	Homo sapiens	Metazoa	242	23	2
P81623	Bos taurus	Metazoa	258	29	2
Q9LRC8	Scutellaria baicalensis	Viridiplantae	527	25	2
Q8WML4	Bos taurus	Metazoa	580	22	2
Q6UWI2	Homo sapiens	Metazoa	310	20	2
Q9NQ25	Homo sapiens	Metazoa	335	22	2
O75711	Homo sapiens	Metazoa	98	20	2
P38660	Mesocricetus auratus	Metazoa	439	19	2
Q7M3V1	Chelonus sp. nr. curvimaculatus	Metazoa	246	20	2
P32472	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	135	17	2
P13686	Homo sapiens	Metazoa	325	21	2
Q5UCC4	Homo sapiens	Metazoa	262	25	2
P14925	Rattus norvegicus	Metazoa	976	25	2
Q9XYT4	Cryptorchestia cavimana	Metazoa	128	20	2
Q28862	Bos taurus	Metazoa	310	16	2
P35777	Solenopsis invicta	Metazoa	137	19	2
P11150	Homo sapiens	Metazoa	499	22	2
P0DPZ2	Scolopendra dehaani	Metazoa	101	23	2
P81605	Homo sapiens	Metazoa	110	19	2
Q9Z1K9	Rattus norvegicus	Metazoa	827	17	2
Q00954	Rattus norvegicus	Metazoa	218	18	2
P0DPU7	Scolopendra dehaani	Metazoa	78	25	2
Q1HAY7	Holotrichia diomphalia	Metazoa	317	23	2
Q6UX39	Homo sapiens	Metazoa	209	16	2
P0C8G7	Pomacea canaliculata	Metazoa	286	30	2
P03971	Homo sapiens	Metazoa	560	24	2
P19427	Bos taurus	Metazoa	201	18	2
Q01151	Homo sapiens	Metazoa	205	19	2
Q9GZZ8	Homo sapiens	Metazoa	138	19	2
Q76CA2	Monoplex parthenopeus	Metazoa	275	23	2
Q6UX46	Homo sapiens	Metazoa	152	24	2
I6S390	Scolopendra mutilans	Metazoa	76	22	2
O76192	Galleria mellonella	Metazoa	167	17	2
P01189	Homo sapiens	Metazoa	267	26	2
Q06KA2	Phlebotomus duboscqi	Metazoa	249	19	2
Q7M418	Oligobrachia mashikoi	Metazoa	163	16	2
Q9UBT3	Homo sapiens	Metazoa	224	18	2
Q969H8	Homo sapiens	Metazoa	173	31	2
P08375	Sarcophaga peregrina	Metazoa	63	23	2
P01137	Homo sapiens	Metazoa	390	29	2
F7J1C8	Flammulina velutipes	Fungi	249	21	2
P29022	Zea mays	Viridiplantae	280	25	2
Q95NK7	Olivierus martensii	Metazoa	54	23	2
P36980	Homo sapiens	Metazoa	270	18	3
Q9BXJ3	Homo sapiens	Metazoa	329	16	3
Q8MUP7	Ixodes scapularis	Metazoa	102	21	3
O11780	Sus scrofa	Metazoa	683	23	3
P13204	Bos taurus	Metazoa	129	26	3
Q9HBE5	Homo sapiens	Metazoa	538	19	3
Q868Z9	Drosophila melanogaster	Metazoa	2898	26	3
P08069	Homo sapiens	Metazoa	1367	30	3
P08796	Dictyostelium discoideum	Amoebozoa	514	19	3
P55057	Oryctolagus cuniculus	Metazoa	124	27	3
Q09022	Xenopus laevis	Metazoa	84	18	3
Q02862	Mus musculus	Metazoa	184	15	3
Q6UXH1	Homo sapiens	Metazoa	353	24	3
Q02795	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	286	19	3
Q8T1G4	Dictyostelium discoideum	Amoebozoa	181	19	3
P34998	Homo sapiens	Metazoa	415	23	3
P01888	Bos taurus	Metazoa	118	20	3
P09791	Trypanosoma brucei brucei	Discoba	129	27	3
P01174	Rattus norvegicus	Metazoa	137	19	3
B2KNH9	Dendrobium findlayanum	Viridiplantae	167	24	3
A5HAK0	Danio rerio	Metazoa	149	22	3
P51868	Rattus norvegicus	Metazoa	413	19	3
P02774	Homo sapiens	Metazoa	474	16	3
Q8MMH3	Pimpla hypochondriaca	Metazoa	488	19	3
P32478	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	413	18	3
P01830	Rattus norvegicus	Metazoa	161	19	3
Q9U572	Penaeus monodon	Metazoa	1670	14	3
P30986	Eschscholzia californica	Viridiplantae	538	23	3
P01364	Aplysia californica	Metazoa	108	23	3
Q92154	Coturnix japonica	Metazoa	620	17	3
O64411	Zea mays	Viridiplantae	500	28	3
Q00870	Fusarium solani subsp. phaseoli	Fungi	350	19	3
P42292	Gallus gallus	Metazoa	588	33	3
Q63191	Rattus norvegicus	Metazoa	1216	21	3
P28319	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	239	20	3
P08603	Homo sapiens	Metazoa	1231	18	3
P20062	Homo sapiens	Metazoa	427	18	3
Q02083	Homo sapiens	Metazoa	359	28	3
P17301	Homo sapiens	Metazoa	1181	29	3
P82103	Mytilus galloprovincialis	Metazoa	96	20	3
Q6UW32	Homo sapiens	Metazoa	110	24	3
Q05359	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	219	22	3
Q86IV5	Dictyostelium discoideum	Amoebozoa	258	21	3
P07457	Zoarces americanus	Metazoa	87	22	3
Q99935	Homo sapiens	Metazoa	248	21	3
P20160	Homo sapiens	Metazoa	251	19	3
Q8VCS0	Mus musculus	Metazoa	530	22	3
O88917	Rattus norvegicus	Metazoa	1515	24	3
Q95121	Bos taurus	Metazoa	416	20	3
Q96PL1	Homo sapiens	Metazoa	93	21	3
Q23997	Drosophila melanogaster	Metazoa	452	18	3
P13385	Homo sapiens	Metazoa	188	30	3
Q6UWV2	Homo sapiens	Metazoa	235	31	3
Q27082	Tachypleus tridentatus	Metazoa	673	19	3
P25311	Homo sapiens	Metazoa	298	20	3
O93233	Gloydius brevicaudus siniticus	Metazoa	331	23	3
Q7YZS9	Conus virgo	Metazoa	67	26	3
P28825	Mus musculus	Metazoa	747	20	3
P05117	Solanum lycopersicum	Viridiplantae	457	24	3
P15309	Homo sapiens	Metazoa	386	32	3
A0A482A9N4	Talaromyces verruculosus	Fungi	328	21	3
P31608	Sagittaria sagittifolia	Viridiplantae	181	24	3
O76537	Trichoplusia ni	Metazoa	182	16	3
G1CWH6	Clitoria ternatea	Viridiplantae	122	25	3
O62680	Sus scrofa	Metazoa	123	25	3
Q60GF7	Rattus norvegicus	Metazoa	252	22	3
P19876	Homo sapiens	Metazoa	107	34	3
G4ZHR2	Phytophthora sojae (strain P6497)	Sar	241	19	3
Q9TW32	Dictyostelium discoideum	Amoebozoa	197	22	3
A0A0F7YYX3	Conus victoriae	Metazoa	196	25	3
P01076	Solanum lycopersicum	Viridiplantae	77	32	3
P08514	Homo sapiens	Metazoa	1039	31	3
P01131	Bos taurus	Metazoa	845	21	3
P04557	Bos taurus	Metazoa	140	25	3
P16112	Homo sapiens	Metazoa	2530	16	3
E0XKJ9	Tabanus yao	Metazoa	349	25	3
P81295	Juniperus ashei	Viridiplantae	225	26	3
P07439	Megabalanus rosa	Metazoa	162	24	3
P81058	Penaeus vannamei	Metazoa	82	19	3
O00092	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	465	26	3
Q08380	Homo sapiens	Metazoa	585	18	3
O62605	Galleria mellonella	Metazoa	218	16	3
Q15768	Homo sapiens	Metazoa	340	27	3
Q02809	Homo sapiens	Metazoa	727	18	3
Q9M373	Arabidopsis thaliana	Viridiplantae	74	26	3
Q5JNJ5	Oryza sativa subsp. japonica	Viridiplantae	237	28	3
Q07092	Homo sapiens	Metazoa	1604	21	3
P54900	Rattus norvegicus	Metazoa	215	29	3
O42720	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432)	Fungi	110	32	3
P16144	Homo sapiens	Metazoa	1822	27	3
O02380	Tyrophagus putrescentiae	Metazoa	141	15	3
P15018	Homo sapiens	Metazoa	202	22	3
P32803	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	203	20	3
P0DUS8	Doratifera vulnerans	Metazoa	59	17	3
Q805F3	Xenopus laevis	Metazoa	397	16	3
O62644	Bos taurus	Metazoa	151	18	3
P13691	Hordeum vulgare	Viridiplantae	152	30	3
P56201	Oryctolagus cuniculus	Metazoa	797	24	3
Q9NZ53	Homo sapiens	Metazoa	605	32	3
Q8MMH5	Pimpla hypochondriaca	Metazoa	61	20	3
P85213	Galleria mellonella	Metazoa	72	29	3
Q5MJP5	Anuroctonus phaiodactylus	Metazoa	90	18	3
Q9BX59	Homo sapiens	Metazoa	468	18	3
Q7Z5L0	Homo sapiens	Metazoa	202	24	3
O35806	Rattus norvegicus	Metazoa	1764	35	3
Q94K85	Arabidopsis thaliana	Viridiplantae	359	26	3
Q9H5V8	Homo sapiens	Metazoa	836	29	3
P68248	Gallus gallus	Metazoa	80	25	3
P39037	Sus scrofa	Metazoa	232	15	3
Q8T0W1	Pimpla hypochondriaca	Metazoa	115	22	3
Q01528	Limulus polyphemus	Metazoa	172	19	3
Q59XX2	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	378	32	3
P82187	Equus caballus	Metazoa	185	20	3
Q9NR61	Homo sapiens	Metazoa	685	26	3
P53366	Sus scrofa	Metazoa	188	21	3
Q7Z0T3	Aplysia californica	Metazoa	125	22	3
Q8W257	Ptilota filicina	Rhodophyta	500	21	3
Q09117	Populus deltoides	Viridiplantae	312	24	3
Q01638	Homo sapiens	Metazoa	556	18	3
Q0P569	Bos taurus	Metazoa	474	24	3
Q76BW5	Oryza sativa subsp. japonica	Viridiplantae	290	25	3
P14946	Lolium perenne	Viridiplantae	263	23	3
P33767	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	430	20	3
P22864	Aspergillus niger	Fungi	373	19	3
K9L4P7	Penicillium chrysogenum	Fungi	604	18	3
A9UGV6	Oryza sativa subsp. japonica	Viridiplantae	61	26	3
P14770	Homo sapiens	Metazoa	177	16	3
B0CPC6	Laccaria bicolor (strain S238N-H82 / ATCC MYA-4686)	Fungi	206	21	3
O14791	Homo sapiens	Metazoa	398	27	3
P24817	Momordica charantia	Viridiplantae	286	23	3
Q01965	Mus musculus	Metazoa	654	47	3
Q86T13	Homo sapiens	Metazoa	490	21	3
P08505	Mus musculus	Metazoa	211	24	3
P06727	Homo sapiens	Metazoa	396	20	3
P23577	Chlamydomonas reinhardtii	Viridiplantae	317	31	3
B0XRV0	Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10)	Fungi	721	18	3
P81160	Drosophila melanogaster	Metazoa	54	21	3
Q9UBP4	Homo sapiens	Metazoa	350	21	3
Q9ES58	Rattus norvegicus	Metazoa	327	23	3
P30659	Lutzomyia longipalpis	Metazoa	86	23	3
